n_qubits,n_layers,family,sre_mean,sre_std,sre_min,sre_max
4,140,quansistor,2.259266964594523,0.10950182741985039,2.045471429824829,2.404087543487549
4,140,random,2.2283997933069863,0.1434735023647572,1.812705397605896,2.41855788230896
4,142,clifford,2.252425781885783,0.1338845515190133,2.0290029048919678,2.4631481170654297
4,142,haar,2.2965947151184083,0.12747791592878327,2.0554020404815674,2.492074966430664
4,142,quansistor,2.2435882568359373,0.14321894487243614,1.882845163345337,2.4732089042663574
4,142,random,2.2283430099487305,0.11852562701921081,2.027026414871216,2.4988996982574463
4,144,clifford,2.30511417388916,0.08480624083745662,2.120680332183838,2.432405948638916
4,144,haar,2.2355950673421225,0.10992441365523478,2.0366976261138916,2.4802489280700684
4,144,quansistor,2.2265679438908896,0.13530505956383365,1.892518162727356,2.3649442195892334
4,144,random,2.2743369738260903,0.06472073011953908,2.126122236251831,2.3905272483825684
4,146,clifford,2.2381215413411457,0.12385893288630884,2.002681255340576,2.379953145980835
4,146,haar,2.307506624857585,0.08759083619411027,2.1210782527923584,2.4118032455444336
4,146,quansistor,2.265346558888753,0.11439890791403161,2.0503265857696533,2.443887948989868
4,146,random,2.2464500745137532,0.18678131222321273,1.7769315242767334,2.442260980606079
4,148,clifford,2.2353994687398275,0.09583233748307347,2.0469863414764404,2.382246494293213
4,148,haar,2.21572691599528,0.12534664450487537,1.9681293964385986,2.492659568786621
4,148,quansistor,2.2906779289245605,0.09784059474588952,2.132852077484131,2.457362413406372
4,148,random,2.2817014853159585,0.07630982155008444,2.1784589290618896,2.397854804992676
4,150,clifford,2.2571635405222574,0.10835841925293417,2.0274438858032227,2.3586063385009766
4,150,haar,2.2312498251597086,0.10782004229868494,2.090486526489258,2.417658805847168
4,150,quansistor,2.204889154434204,0.15855940109327082,1.6987738609313965,2.377401828765869
4,150,random,2.3312751770019533,0.06920267338805564,2.2235536575317383,2.459254026412964
6,1,clifford,2.5627411900157824e-15,9.3786728160452e-16,1.2813705844199794e-15,4.4847972042886056e-15
6,1,haar,1.9557345112164815,0.7310299490248195,0.6756212711334229,2.9065439701080322
6,1,quansistor,2.1748313824335734,0.6520614808295995,1.033061146736145,3.0965490341186523
6,1,random,0.6314889860649904,0.29689473061633875,0.044922906905412674,1.1616121530532837
6,2,clifford,0.0830075025558496,0.17184185604243649,1.2813705844199794e-15,0.41503751277923584
6,2,haar,2.8529332796732585,0.6602168864797555,1.2132890224456787,3.4688589572906494
6,2,quansistor,2.4288888454437254,0.7663790624292257,0.941390872001648,3.4072558879852295
6,2,random,1.3494197169939677,0.4590409681457333,0.6758654713630676,1.9241294860839844
6,4,clifford,0.8695631027221684,0.6062150593183054,3.84411164738082e-15,1.785680890083313
6,4,haar,3.6369062582651774,0.24009004611522325,3.1039416790008545,3.9944329261779785
6,4,quansistor,3.01420529683431,0.5275407745698719,1.987724781036377,3.6586899757385254
6,4,random,1.8780757268269856,0.478518988586516,1.141055703163147,2.801262140274048
6,6,clifford,1.3218876560529074,0.5930450227606652,0.3275746703147888,2.0227200984954834
6,6,haar,3.6964312394460044,0.3500940323142974,2.8854217529296875,4.007569789886475
6,6,quansistor,3.2208052396774294,0.547751579616814,1.9490197896957397,3.9840290546417236
6,6,random,2.409156099955241,0.48398726133330855,1.3556350469589233,3.14312481880188
6,8,clifford,1.5533361275990805,0.5650162807654537,0.8300750255584717,2.7291207313537598
6,8,haar,3.9370294253031415,0.19648393109553947,3.3453516960144043,4.132466793060303
6,8,quansistor,3.57076473236084,0.3148910729773312,2.9408669471740723,4.087568759918213
6,8,random,2.5168413877487184,0.4204471722257705,1.682282567024231,3.5642011165618896
